Ind1	Ind2	R	LnL(R)		U	HS	FS	PO
ESSH20 	ESSH04 	U	-42.38		-	2.63	5.78	9999
ESSH20 	ESSH05 	U	-42.47		-	0.43	2.13	9999
ESSH20 	ESSH06 	U	-44.51		-	0.32	3.02	9999
ESSH20 	ESSH07 	U	-42.17		-	1.40	4.17	9999
ESSH21 	ESSR18 	U	-45.95		-	2.15	5.14	9999
ESSH21 	ESSR19 	U	-52.47		-	1.73	5.76	9999
ESSH21 	ESSR20 	U	-50.15		-	1.74	4.29	9999
ESSH21 	ESSR01 	HS	-47.43		0.94	-	2.56	9999
ESSH21 	ESSR02 	U	-47.38		-	1.64	4.22	9999
ESSH21 	ESSR03 	U	-48.07		-	1.31	4.08	9999
ESSH21 	ESSR04 	U	-49.81		-	2.18	4.80	9999
ESSH21 	ESSR05 	U	-44.89		-	3.60	7.40	9999
ESSH21 	ESSR06 	U	-56.15		-	1.58	4.86	9999
ESSH21 	ESSR07 	U	-43.99		-	2.43	5.65	9999
ESSH21 	ESSR08 	HS	-49.38		1.01	-	1.15	9999
ESSH21 	ESSR09 	U	-49.70		-	1.72	3.97	9999
ESSH21 	ESSR10 	U	-40.78		-	2.88	6.88	9999
ESSH21 	ESSR11 	U	-48.57		-	2.62	6.26	9999
ESSH21 	ESSR12 	U	-51.80		-	0.66	3.89	9999
ESSH21 	ESSR13 	U	-38.76		-	0.06	2.24	9999
ESSH21 	ESSR14 	U	-56.79		-	1.61	5.60	9999
ESSH21 	ESSR15 	U	-40.21		-	2.42	5.80	9999
ESSH21 	ESSR16 	U	-50.64		-	2.00	4.48	9999
ESSH21 	ESSR17 	U	-53.24		-	4.12	9.17	9999
ESSH21 	ESSR21 	U	-52.20		-	3.16	7.48	9999
ESSH21 	ESSR22 	HS	-52.33		1.62	-	2.46	9999
ESSH21 	ESSR23 	HS	-53.88		1.52	-	2.52	9999
ESSH21 	ESSR24 	U	-51.33		-	0.07	2.32	9999
ESSH21 	ESSR25 	U	-56.95		-	1.00	4.16	9999
ESSH21 	ESSR26 	U	-57.57		-	3.17	6.87	9999
ESSH21 	ESSR27 	U	-52.66		-	4.03	8.87	9999
ESSH21 	ESSR28 	U	-45.88		-	0.34	2.34	9999
ESSH21 	ESSE01 	HS	-44.36		0.30	-	2.65	9999
ESSH21 	ESSE02 	U	-59.60		-	2.37	6.54	9999
ESSH21 	ESSE03 	U	-52.40		-	1.55	3.65	9999
ESSH21 	ESSE04 	U	-47.15		-	1.39	3.97	9999
ESSH21 	ESSE05 	U	-49.20		-	1.47	5.15	9999
ESSH21 	ESSE06 	U	-55.26		-	0.29	3.97	9999
ESSH21 	ESSE07 	U	-53.97		-	2.93	6.63	9999
ESSH21 	ESSE08 	U	-47.48		-	2.88	6.40	9999
ESSH21 	ESSE09 	U	-50.84		-	1.72	5.01	9999
ESSH21 	ESSE10 	U	-53.41		-	3.25	7.45	9999
ESSH21 	ESSE11 	U	-45.42		-	1.94	5.30	9999
ESSH21 	ESSE12 	U	-55.36		-	2.47	6.00	9999
ESSH21 	ESSE13 	HS	-42.60		0.90	-	1.76	9999
ESSH21 	ESSE14 	U	-53.72		-	2.23	5.68	9999
ESSH21 	ESSE15 	U	-49.22		-	3.25	7.41	9999
ESSH21 	ESSE16 	U	-48.73		-	1.47	4.67	9999
ESSH21 	ESSE17 	U	-48.78		-	0.43	3.08	9999
ESSH21 	ESSE18 	U	-49.25		-	0.92	4.43	9999
ESSH21 	ESSE19 	U	-54.73		-	2.51	6.65	9999
ESSH21 	ESSE20 	U	-53.85		-	2.43	5.94	9999
ESSH21 	ESSE21 	U	-56.92		-	1.22	2.11	9999
ESSH21 	ESSE22 	HS	-39.31		1.41	-	0.28	9999
ESSH21 	ESSE23 	U	-52.91		-	0.12	1.93	9999
ESSH21 	ESSE24 	U	-55.75		-	2.60	6.76	9999
ESSH21 	ESSE25 	U	-50.39		-	2.11	5.08	9999
ESSH21 	ESSE26 	U	-53.34		-	1.57	4.90	9999
ESSH21 	ESSE27 	U	-55.12		-	1.74	4.02	9999
ESSH21 	ESSE28 	U	-50.43		-	1.78	5.71	9999
ESSH21 	ESSH10 	U	-49.94		-	1.11	3.10	9999
ESSH21 	ESSH11 	U	-53.62		-	2.53	6.28	9999
ESSH21 	ESSH12 	U	-47.04		-	1.52	4.77	9999
ESSH21 	ESSH13 	U	-45.54		-	1.65	4.36	9999
ESSH21 	ESSH14 	U	-49.23		-	2.09	4.76	9999
ESSH21 	ESSH15 	U	-48.34		-	1.69	5.18	9999
ESSH21 	ESSH16 	U	-50.46		-	1.05	2.83	9999
ESSH21 	ESSH17 	U	-52.26		-	2.95	7.28	9999
ESSH21 	ESSH18 	U	-49.85		-	3.05	6.23	9999
ESSH21 	ESSH19 	HS	-53.89		0.01	-	2.95	9999
ESSH21 	ESSH08 	U	-47.69		-	1.75	4.57	9999
ESSH21 	ESSH09 	U	-48.34		-	3.34	7.33	9999
ESSH21 	ESSH01 	U	-49.07		-	1.68	5.02	9999
ESSH21 	ESSH02 	U	-49.09		-	2.09	5.06	9999
ESSH21 	ESSH03 	U	-38.45		-	2.80	6.32	9999
ESSH21 	ESSH04 	U	-50.18		-	4.52	9.09	9999
ESSH21 	ESSH05 	U	-50.20		-	2.32	5.20	9999
ESSH21 	ESSH06 	U	-52.57		-	2.06	6.16	9999
ESSH21 	ESSH07 	FS	-48.13		1.12	0.18	-	9999
ESSH21 	ESSH20 	HS	-43.95		0.38	-	0.11	9999
ESSH22 	ESSR18 	U	-61.98		-	4.29	9.26	9999
ESSH22 	ESSR19 	U	-70.51		-	4.31	9.88	9999
ESSH22 	ESSR20 	U	-66.38		-	4.59	10.23	9999
ESSH22 	ESSR01 	U	-65.94		-	2.95	7.75	9999
ESSH22 	ESSR02 	U	-65.47		-	3.35	8.44	9999
ESSH22 	ESSR03 	U	-66.66		-	3.36	8.45	9999
ESSH22 	ESSR04 	U	-68.93		-	2.37	6.70	9999
ESSH22 	ESSR05 	U	-55.40		-	1.69	5.02	9999
ESSH22 	ESSR06 	U	-73.64		-	2.60	7.26	9999
ESSH22 	ESSR07 	U	-56.72		-	4.99	10.47	9999
ESSH22 	ESSR08 	U	-66.90		-	1.99	5.66	9999
ESSH22 	ESSR09 	U	-67.29		-	4.10	9.60	9999
ESSH22 	ESSR10 	U	-55.14		-	2.33	6.64	9999
ESSH22 	ESSR11 	U	-64.88		-	3.05	7.47	9999
ESSH22 	ESSR12 	U	-69.02		-	4.61	10.25	9999
ESSH22 	ESSR13 	U	-55.02		-	3.41	8.23	9999
ESSH22 	ESSR14 	U	-73.34		-	4.80	10.51	9999
ESSH22 	ESSR15 	U	-56.52		-	2.65	7.04	9999
ESSH22 	ESSR16 	U	-67.10		-	2.97	7.16	9999
ESSH22 	ESSR17 	U	-70.74		-	3.44	8.55	9999
ESSH22 	ESSR21 	U	-69.24		-	5.13	10.86	9999
ESSH22 	ESSR22 	U	-70.26		-	0.85	4.89	9999
ESSH22 	ESSR23 	U	-75.19		-	4.31	9.87	9999
ESSH22 	ESSR24 	HS	-66.67		0.72	-	2.73	9999
ESSH22 	ESSR25 	U	-73.51		-	3.32	7.31	9999
ESSH22 	ESSR26 	HS	-67.88		0.87	-	2.98	9999
ESSH22 	ESSR27 	U	-70.51		-	2.79	7.53	9999
ESSH22 	ESSR28 	U	-62.33		-	2.65	6.23	9999
ESSH22 	ESSE01 	U	-60.70		-	0.99	3.88	9999
ESSH22 	ESSE02 	U	-76.11		-	3.42	7.32	9999
ESSH22 	ESSE03 	HS	-68.11		0.29	-	2.92	9999
ESSH22 	ESSE04 	U	-65.99		-	3.37	8.27	9999
ESSH22 	ESSE05 	U	-65.76		-	2.60	6.00	9999
ESSH22 	ESSE06 	U	-71.64		-	4.50	9.96	9999
ESSH22 	ESSE07 	U	-71.92		-	4.46	9.47	9999
ESSH22 	ESSE08 	U	-66.41		-	2.91	7.66	9999
ESSH22 	ESSE09 	U	-69.71		-	2.41	5.84	9999
ESSH22 	ESSE10 	U	-63.98		-	2.05	5.75	9999
ESSH22 	ESSE11 	U	-62.67		-	0.83	4.90	9999
ESSH22 	ESSE12 	U	-73.22		-	1.52	5.47	9999
ESSH22 	ESSE13 	U	-61.03		-	4.45	10.05	9999
ESSH22 	ESSE14 	U	-71.29		-	4.62	10.52	9999
ESSH22 	ESSE15 	U	-66.80		-	3.73	9.19	9999
ESSH22 	ESSE16 	U	-66.26		-	2.95	7.70	9999
ESSH22 	ESSE17 	HS	-63.26		1.58	-	1.68	9999
ESSH22 	ESSE18 	HS	-65.38		0.10	-	3.99	9999
ESSH22 	ESSE19 	U	-73.32		-	4.52	10.14	9999
ESSH22 	ESSE20 	U	-70.24		-	5.18	11.02	9999
ESSH22 	ESSE21 	U	-74.09		-	3.94	8.83	9999
ESSH22 	ESSE22 	HS	-53.38		0.03	-	2.48	9999
ESSH22 	ESSE23 	HS	-68.80		0.14	-	2.54	9999
ESSH22 	ESSE24 	U	-73.33		-	3.04	6.81	9999
ESSH22 	ESSE25 	U	-67.88		-	1.35	5.80	9999
ESSH22 	ESSE26 	U	-69.72		-	1.79	3.20	9999
ESSH22 	ESSE27 	HS	-69.72		1.86	-	2.80	9999
ESSH22 	ESSE28 	U	-66.99		-	3.35	8.44	9999
ESSH22 	ESSH10 	U	-69.32		-	4.68	10.34	9999
ESSH22 	ESSH11 	U	-72.99		-	5.88	12.31	9999
ESSH22 	ESSH12 	U	-63.94		-	0.43	4.10	9999
ESSH22 	ESSH13 	U	-61.52		-	3.50	8.03	9999
ESSH22 	ESSH14 	U	-66.96		-	4.80	10.51	9999
ESSH22 	ESSH15 	U	-65.52		-	3.63	8.77	9999
ESSH22 	ESSH16 	U	-67.75		-	2.76	7.50	9999
ESSH22 	ESSH17 	HS	-65.10		3.23	-	0.56	9999
ESSH22 	ESSH18 	U	-69.23		-	2.63	7.30	9999
ESSH22 	ESSH19 	U	-71.13		-	3.82	9.30	9999
ESSH22 	ESSH08 	U	-67.17		-	3.95	9.19	9999
ESSH22 	ESSH09 	U	-64.72		-	2.02	5.73	9999
ESSH22 	ESSH01 	U	-65.30		-	1.87	6.45	9999
ESSH22 	ESSH02 	U	-65.32		-	4.45	9.46	9999
ESSH22 	ESSH03 	U	-52.24		-	0.93	4.43	9999
ESSH22 	ESSH04 	U	-66.24		-	1.82	4.72	9999
ESSH22 	ESSH05 	U	-66.71		-	4.14	9.07	9999
ESSH22 	ESSH06 	U	-68.89		-	2.38	7.05	9999
ESSH22 	ESSH07 	U	-66.43		-	0.20	4.27	9999
ESSH22 	ESSH20 	U	-53.97		-	1.44	4.45	9999
ESSH22 	ESSH21 	U	-61.98		-	0.82	3.70	9999
ESSH23 	ESSR18 	U	-47.13		-	1.04	2.71	9999
ESSH23 	ESSR19 	HS	-54.55		1.11	-	2.15	9999
ESSH23 	ESSR20 	HS	-49.26		2.27	-	0.59	9999
ESSH23 	ESSR01 	U	-51.09		-	2.51	5.74	9999
ESSH23 	ESSR02 	HS	-49.39		1.23	-	0.14	9999
ESSH23 	ESSR03 	HS	-51.47		0.34	-	1.47	9999
ESSH23 	ESSR04 	U	-54.08		-	0.98	2.91	9999
ESSH23 	ESSR05 	HS	-46.08		0.27	-	1.89	9999
ESSH23 	ESSR06 	U	-58.79		-	2.69	5.96	9999
ESSH23 	ESSR07 	U	-47.67		-	1.20	4.12	9999
ESSH23 	ESSR08 	U	-52.05		-	0.30	3.28	9999
ESSH23 	ESSR09 	U	-52.44		-	1.17	3.15	9999
ESSH23 	ESSR10 	U	-44.27		-	1.23	3.97	9999
ESSH23 	ESSR11 	U	-50.03		-	1.29	4.27	9999
ESSH23 	ESSR12 	U	-54.17		-	2.77	7.57	9999
ESSH23 	ESSR13 	HS	-38.23		0.76	-	1.29	9999
ESSH23 	ESSR14 	U	-58.49		-	3.32	8.19	9999
ESSH23 	ESSR15 	HS	-39.71		0.78	-	0.51	9999
ESSH23 	ESSR16 	U	-52.25		-	0.31	3.70	9999
ESSH23 	ESSR17 	U	-55.89		-	2.49	6.27	9999
ESSH23 	ESSR21 	U	-53.42		-	3.53	8.22	9999
ESSH23 	ESSR22 	U	-55.41		-	4.48	9.64	9999
ESSH23 	ESSR23 	U	-60.34		-	4.44	9.45	9999
ESSH23 	ESSR24 	U	-52.54		-	0.14	1.95	9999
ESSH23 	ESSR25 	U	-58.66		-	1.70	5.74	9999
ESSH23 	ESSR26 	U	-59.70		-	0.67	3.70	9999
ESSH23 	ESSR27 	U	-55.66		-	1.14	2.93	9999
ESSH23 	ESSR28 	U	-47.48		-	1.46	4.22	9999
ESSH23 	ESSE01 	U	-45.85		-	1.82	4.64	9999
ESSH23 	ESSE02 	U	-61.26		-	1.91	4.66	9999
ESSH23 	ESSE03 	U	-53.54		-	1.98	4.78	9999
ESSH23 	ESSE04 	U	-51.14		-	2.12	4.45	9999
ESSH23 	ESSE05 	U	-50.91		-	0.63	3.55	9999
ESSH23 	ESSE06 	U	-56.79		-	2.19	5.53	9999
ESSH23 	ESSE07 	U	-57.07		-	0.66	4.11	9999
ESSH23 	ESSE08 	U	-51.56		-	2.00	6.35	9999
ESSH23 	ESSE09 	U	-54.86		-	3.58	8.12	9999
ESSH23 	ESSE10 	U	-48.81		-	2.29	5.64	9999
ESSH23 	ESSE11 	U	-47.82		-	1.73	5.37	9999
ESSH23 	ESSE12 	U	-58.37		-	2.01	6.15	9999
ESSH23 	ESSE13 	U	-46.18		-	1.31	4.21	9999
ESSH23 	ESSE14 	U	-56.45		-	3.04	6.54	9999
ESSH23 	ESSE15 	U	-51.95		-	4.39	9.39	9999
ESSH23 	ESSE16 	U	-51.41		-	1.83	5.64	9999
ESSH23 	ESSE17 	U	-49.99		-	2.57	6.09	9999
ESSH23 	ESSE18 	U	-50.63		-	2.45	6.28	9999
ESSH23 	ESSE19 	U	-58.47		-	2.25	4.95	9999
ESSH23 	ESSE20 	HS	-54.23		1.16	-	1.20	9999
ESSH23 	ESSE21 	HS	-58.96		0.28	-	3.37	9999
ESSH23 	ESSE22 	U	-36.58		-	1.22	3.89	9999
ESSH23 	ESSE23 	U	-54.09		-	2.37	6.59	9999
ESSH23 	ESSE24 	HS	-58.19		0.29	-	2.89	9999
ESSH23 	ESSE25 	U	-53.03		-	0.63	3.55	9999
ESSH23 	ESSE26 	U	-54.87		-	0.25	2.26	9999
ESSH23 	ESSE27 	U	-56.73		-	1.30	4.51	9999
ESSH23 	ESSE28 	U	-52.14		-	3.39	8.41	9999
ESSH23 	ESSH10 	U	-54.47		-	2.16	5.97	9999
ESSH23 	ESSH11 	U	-58.14		-	3.93	8.45	9999
ESSH23 	ESSH12 	HS	-48.18		0.91	-	0.91	9999
ESSH23 	ESSH13 	PO	-43.54		3.13	1.00	2.00	-
ESSH23 	ESSH14 	U	-52.11		-	1.10	3.74	9999
ESSH23 	ESSH15 	FS	-48.48		2.19	0.27	-	9999
ESSH23 	ESSH16 	U	-52.90		-	3.74	7.63	9999
ESSH23 	ESSH17 	HS	-53.40		0.07	-	3.04	0.74
ESSH23 	ESSH18 	U	-54.38		-	3.22	7.50	9999
ESSH23 	ESSH19 	U	-56.28		-	3.93	8.60	9999
ESSH23 	ESSH08 	U	-52.32		-	2.28	6.54	9999
ESSH23 	ESSH09 	U	-49.87		-	0.39	2.78	9999
ESSH23 	ESSH01 	U	-50.45		-	0.48	2.74	9999
ESSH23 	ESSH02 	HS	-49.27		1.19	-	1.44	9999
ESSH23 	ESSH03 	U	-41.37		-	0.61	2.46	9999
ESSH23 	ESSH04 	HS	-51.17		0.22	-	1.84	9999
ESSH23 	ESSH05 	HS	-50.31		1.55	-	2.28	9999
ESSH23 	ESSH06 	HS	-53.74		0.30	-	1.85	9999
ESSH23 	ESSH07 	U	-51.58		-	2.05	5.78	9999
ESSH23 	ESSH20 	HS	-39.22		0.35	-	1.41	9999
ESSH23 	ESSH21 	U	-46.81		-	1.35	4.12	9999
ESSH23 	ESSH22 	U	-63.19		-	3.29	8.15	9999
ESSH24 	ESSR18 	PO	-40.88		6.73	2.47	3.10	-
ESSH24 	ESSR19 	U	-56.44		-	2.76	6.99	9999
ESSH24 	ESSR20 	U	-52.17		-	1.36	4.76	9999
ESSH24 	ESSR01 	U	-51.33		-	2.28	5.95	9999
ESSH24 	ESSR02 	U	-51.27		-	2.16	5.76	9999
ESSH24 	ESSR03 	U	-49.40		-	0.90	2.94	9999
ESSH24 	ESSR04 	U	-53.92		-	3.37	6.95	9999
ESSH24 	ESSR05 	U	-46.84		-	0.31	2.57	9999
ESSH24 	ESSR06 	U	-58.05		-	3.22	8.02	9999
ESSH24 	ESSR07 	U	-48.44		-	1.06	3.34	9999
ESSH24 	ESSR08 	U	-52.69		-	1.17	3.68	9999
ESSH24 	ESSR09 	U	-51.29		-	1.61	5.09	9999
ESSH24 	ESSR10 	U	-43.10		-	0.38	3.26	9999
ESSH24 	ESSR11 	U	-50.80		-	2.27	5.77	9999
ESSH24 	ESSR12 	U	-53.43		-	0.94	4.51	9999
ESSH24 	ESSR13 	U	-40.09		-	1.30	3.62	9999
ESSH24 	ESSR14 	U	-57.46		-	2.27	6.68	9999
ESSH24 	ESSR15 	U	-41.30		-	0.76	3.28	9999
ESSH24 	ESSR16 	U	-52.89		-	2.64	6.24	9999
ESSH24 	ESSR17 	U	-55.81		-	2.03	6.04	9999
ESSH24 	ESSR21 	HS	-52.34		1.98	-	1.25	9999
ESSH24 	ESSR22 	U	-53.80		-	2.11	5.71	9999
ESSH24 	ESSR23 	U	-59.03		-	2.75	6.77	9999
ESSH24 	ESSR24 	U	-52.54		-	1.36	3.79	9999
ESSH24 	ESSR25 	U	-57.51		-	3.73	7.23	9999
ESSH24 	ESSR26 	U	-59.36		-	2.78	6.32	9999
ESSH24 	ESSR27 	FS	-54.51		1.64	0.22	-	9999
ESSH24 	ESSR28 	U	-48.13		-	1.81	5.13	9999
ESSH24 	ESSE01 	HS	-45.98		0.64	-	1.47	9999
ESSH24 	ESSE02 	U	-56.65		-	2.54	6.73	9999
ESSH24 	ESSE03 	U	-51.93		-	1.43	4.73	9999
ESSH24 	ESSE04 	U	-51.62		-	2.61	6.38	9999
ESSH24 	ESSE05 	U	-49.88		-	1.77	5.57	9999
ESSH24 	ESSE06 	U	-57.03		-	4.25	9.17	9999
ESSH24 	ESSE07 	U	-57.84		-	0.75	3.64	9999
ESSH24 	ESSE08 	U	-52.21		-	2.84	7.31	9999
ESSH24 	ESSE09 	HS	-54.53		0.05	-	2.62	9999
ESSH24 	ESSE10 	U	-47.51		-	0.81	2.24	9999
ESSH24 	ESSE11 	U	-48.59		-	3.21	7.33	9999
ESSH24 	ESSE12 	U	-58.29		-	4.91	9.77	9999
ESSH24 	ESSE13 	U	-46.42		-	2.39	6.30	9999
ESSH24 	ESSE14 	U	-54.20		-	2.03	6.34	9999
ESSH24 	ESSE15 	U	-52.19		-	0.86	4.17	9999
ESSH24 	ESSE16 	U	-52.19		-	2.41	6.33	9999
ESSH24 	ESSE17 	U	-50.00		-	0.94	3.14	9999
ESSH24 	ESSE18 	U	-50.87		-	2.18	6.33	9999
ESSH24 	ESSE19 	HS	-58.67		0.29	-	3.40	9999
ESSH24 	ESSE20 	U	-54.35		-	2.22	6.37	9999
ESSH24 	ESSE21 	U	-58.34		-	3.57	7.87	9999
ESSH24 	ESSE22 	HS	-39.76		0.08	-	1.47	9999
ESSH24 	ESSE23 	HS	-53.86		0.15	-	2.92	9999
ESSH24 	ESSE24 	U	-58.19		-	3.22	7.78	9999
ESSH24 	ESSE25 	U	-53.81		-	2.35	6.03	9999
ESSH24 	ESSE26 	U	-54.59		-	2.22	5.69	9999
ESSH24 	ESSE27 	U	-55.83		-	2.07	5.56	9999
ESSH24 	ESSE28 	U	-52.38		-	2.49	6.85	9999
ESSH24 	ESSH10 	U	-55.11		-	2.77	7.23	9999
ESSH24 	ESSH11 	U	-58.38		-	4.25	9.31	9999
ESSH24 	ESSH12 	U	-49.09		-	0.71	3.73	9999
ESSH24 	ESSH13 	U	-46.60		-	0.79	3.71	9999
ESSH24 	ESSH14 	U	-52.76		-	1.76	5.35	9999
ESSH24 	ESSH15 	U	-51.16		-	1.93	5.48	9999
ESSH24 	ESSH16 	U	-51.75		-	2.67	5.70	9999
ESSH24 	ESSH17 	U	-53.19		-	2.61	6.06	9999
ESSH24 	ESSH18 	U	-55.02		-	0.03	1.88	9999
ESSH24 	ESSH19 	U	-54.97		-	3.17	7.53	9999
ESSH24 	ESSH08 	HS	-52.21		0.75	-	2.93	9999
ESSH24 	ESSH09 	U	-49.72		-	2.33	4.89	9999
ESSH24 	ESSH01 	U	-51.23		-	2.05	4.64	9999
ESSH24 	ESSH02 	U	-50.95		-	1.75	4.73	9999
ESSH24 	ESSH03 	HS	-40.88		0.70	-	1.16	9999
ESSH24 	ESSH04 	FS	-48.97		2.35	0.29	-	9999
ESSH24 	ESSH05 	U	-51.86		-	2.73	6.59	9999
ESSH24 	ESSH06 	U	-53.70		-	2.50	6.71	9999
ESSH24 	ESSH07 	U	-52.22		-	4.44	9.57	9999
ESSH24 	ESSH20 	U	-44.74		-	3.86	7.48	9999
ESSH24 	ESSH21 	U	-47.77		-	2.52	5.58	9999
ESSH24 	ESSH22 	HS	-61.83		1.08	-	1.99	9999
ESSH24 	ESSH23 	U	-48.83		-	3.11	7.21	9999
ESSH25 	ESSR18 	U	-47.85		-	2.48	5.03	9999
ESSH25 	ESSR19 	HS	-56.60		0.07	-	3.47	9999
ESSH25 	ESSR20 	U	-52.40		-	0.43	2.59	9999
ESSH25 	ESSR01 	U	-51.56		-	0.03	2.84	9999
ESSH25 	ESSR02 	HS	-49.69		1.80	-	1.61	9999
ESSH25 	ESSR03 	U	-49.63		-	0.87	3.27	9999
ESSH25 	ESSR04 	U	-54.15		-	1.74	4.00	9999
ESSH25 	ESSR05 	U	-47.07		-	2.73	6.08	9999
ESSH25 	ESSR06 	U	-58.28		-	1.82	5.13	9999
ESSH25 	ESSR07 	U	-48.67		-	1.06	3.70	9999
ESSH25 	ESSR08 	U	-52.92		-	0.05	2.41	9999
ESSH25 	ESSR09 	U	-51.52		-	0.64	3.61	9999
ESSH25 	ESSR10 	U	-43.60		-	1.73	5.21	9999
ESSH25 	ESSR11 	U	-51.03		-	2.05	4.20	9999
ESSH25 	ESSR12 	U	-53.66		-	2.66	5.75	9999
ESSH25 	ESSR13 	HS	-40.38		0.79	-	2.05	9999
ESSH25 	ESSR14 	U	-57.69		-	4.09	9.10	9999
ESSH25 	ESSR15 	U	-42.38		-	2.29	5.63	9999
ESSH25 	ESSR16 	U	-53.12		-	2.81	6.48	9999
ESSH25 	ESSR17 	U	-56.04		-	3.39	8.02	9999
ESSH25 	ESSR21 	U	-54.55		-	3.93	8.43	9999
ESSH25 	ESSR22 	U	-54.03		-	2.05	5.61	9999
ESSH25 	ESSR23 	U	-59.26		-	1.62	4.94	9999
ESSH25 	ESSR24 	HS	-51.45		1.32	-	0.31	9999
ESSH25 	ESSR25 	HS	-56.30		1.44	-	1.26	9999
ESSH25 	ESSR26 	U	-59.59		-	1.80	4.15	9999
ESSH25 	ESSR27 	HS	-55.24		1.14	-	3.13	9999
ESSH25 	ESSR28 	FS	-45.22		3.13	0.16	-	9999
ESSH25 	ESSE01 	U	-46.85		-	1.24	3.28	9999
ESSH25 	ESSE02 	U	-56.88		-	2.82	7.08	9999
ESSH25 	ESSE03 	U	-52.16		-	2.43	5.98	9999
ESSH25 	ESSE04 	U	-51.85		-	2.21	5.24	9999
ESSH25 	ESSE05 	U	-50.11		-	3.47	8.11	9999
ESSH25 	ESSE06 	U	-57.26		-	0.45	4.17	9999
ESSH25 	ESSE07 	U	-58.07		-	2.76	6.45	9999
ESSH25 	ESSE08 	U	-52.44		-	4.04	9.02	9999
ESSH25 	ESSE09 	U	-54.80		-	4.16	8.77	9999
ESSH25 	ESSE10 	U	-44.83		-	3.01	6.61	9999
ESSH25 	ESSE11 	U	-48.82		-	2.62	6.38	9999
ESSH25 	ESSE12 	U	-58.52		-	2.54	6.09	9999
ESSH25 	ESSE13 	U	-46.65		-	0.31	2.76	9999
ESSH25 	ESSE14 	U	-54.43		-	3.72	8.01	9999
ESSH25 	ESSE15 	U	-52.42		-	4.24	8.89	9999
ESSH25 	ESSE16 	U	-52.42		-	3.04	7.09	9999
ESSH25 	ESSE17 	U	-50.23		-	0.97	3.74	9999
ESSH25 	ESSE18 	U	-51.09		-	1.47	5.10	9999
ESSH25 	ESSE19 	U	-59.19		-	4.07	9.07	9999
ESSH25 	ESSE20 	U	-54.58		-	2.73	6.36	9999
ESSH25 	ESSE21 	U	-58.57		-	1.62	4.77	9999
ESSH25 	ESSE22 	HS	-32.73		1.68	-	0.95	9999
ESSH25 	ESSE23 	HS	-54.02		0.22	-	2.61	9999
ESSH25 	ESSE24 	U	-58.42		-	2.04	5.30	9999
ESSH25 	ESSE25 	HS	-53.74		0.29	-	2.20	9999
ESSH25 	ESSE26 	HS	-53.12		1.70	-	1.36	9999
ESSH25 	ESSE27 	U	-56.06		-	0.06	1.80	9999
ESSH25 	ESSE28 	U	-52.61		-	3.41	8.04	9999
ESSH25 	ESSH10 	U	-55.34		-	3.88	8.21	9999
ESSH25 	ESSH11 	U	-58.61		-	4.16	8.62	9999
ESSH25 	ESSH12 	U	-49.32		-	1.91	5.30	9999
ESSH25 	ESSH13 	U	-46.83		-	1.81	4.36	9999
ESSH25 	ESSH14 	U	-52.98		-	1.87	4.65	9999
ESSH25 	ESSH15 	U	-51.39		-	2.46	6.16	9999
ESSH25 	ESSH16 	U	-51.98		-	3.59	7.87	9999
ESSH25 	ESSH17 	U	-53.42		-	2.79	6.89	9999
ESSH25 	ESSH18 	U	-55.25		-	4.21	8.85	9999
ESSH25 	ESSH19 	U	-55.20		-	1.13	4.63	9999
ESSH25 	ESSH08 	U	-53.19		-	3.79	8.53	9999
ESSH25 	ESSH09 	U	-49.95		-	1.26	4.27	9999
ESSH25 	ESSH01 	U	-51.46		-	1.85	5.20	9999
ESSH25 	ESSH02 	U	-51.18		-	1.96	4.89	9999
ESSH25 	ESSH03 	U	-42.08		-	2.82	6.35	9999
ESSH25 	ESSH04 	U	-51.54		-	2.07	5.32	9999
ESSH25 	ESSH05 	U	-52.09		-	2.35	5.25	9999
ESSH25 	ESSH06 	U	-53.93		-	3.25	7.67	9999
ESSH25 	ESSH07 	U	-52.45		-	2.06	5.46	9999
ESSH25 	ESSH20 	HS	-40.92		1.14	-	0.60	9999
ESSH25 	ESSH21 	FS	-39.17		5.92	1.61	-	9999
ESSH25 	ESSH22 	U	-63.14		-	1.65	3.81	9999
ESSH25 	ESSH23 	HS	-48.67		0.39	-	1.08	9999
ESSH25 	ESSH24 	U	-53.91		-	2.84	6.24	9999
ESSH26 	ESSR18 	HS	-42.47		0.07	-	2.46	9999
ESSH26 	ESSR19 	U	-47.40		-	0.99	3.97	9999
ESSH26 	ESSR20 	HS	-46.38		1.35	-	2.70	9999
ESSH26 	ESSR01 	U	-45.39		-	3.73	7.87	9999
ESSH26 	ESSR02 	U	-46.03		-	2.01	5.48	9999
ESSH26 	ESSR03 	HS	-47.49		0.30	-	2.23	9999
ESSH26 	ESSR04 	U	-49.77		-	2.39	4.79	9999
ESSH26 	ESSR05 	HS	-43.84		0.43	-	1.46	9999
ESSH26 	ESSR06 	HS	-45.58		0.88	-	1.88	9999
ESSH26 	ESSR07 	U	-44.30		-	0.87	3.63	9999
ESSH26 	ESSR08 	U	-48.15		-	2.86	6.77	9999
ESSH26 	ESSR09 	U	-47.85		-	1.65	3.77	9999
ESSH26 	ESSR10 	U	-38.64		-	1.63	4.50	9999
ESSH26 	ESSR11 	U	-45.51		-	0.93	2.94	9999
