Ind1	Ind2	R	LnL(R)		U	HS	FS	PO
ESSE22 	ESSE10 	U	-45.66		-	3.35	7.05	9999
ESSE22 	ESSE11 	HS	-37.03		0.65	-	2.01	9999
ESSE22 	ESSE12 	U	-44.26		-	2.95	6.36	9999
ESSE22 	ESSE13 	HS	-34.86		0.84	-	1.92	9999
ESSE22 	ESSE14 	U	-44.28		-	2.60	6.33	9999
ESSE22 	ESSE15 	U	-39.78		-	1.63	4.59	9999
ESSE22 	ESSE16 	U	-39.72		-	1.75	4.73	9999
ESSE22 	ESSE17 	U	-39.70		-	0.77	3.29	9999
ESSE22 	ESSE18 	HS	-40.56		0.94	-	2.43	9999
ESSE22 	ESSE19 	U	-44.27		-	0.40	3.36	9999
ESSE22 	ESSE20 	U	-41.23		-	2.79	6.59	9999
ESSE22 	ESSE21 	U	-46.90		-	2.11	5.31	9999
ESSE23 	ESSR18 	HS	-52.84		0.04	-	2.27	9999
ESSE23 	ESSR19 	U	-61.41		-	3.48	8.63	9999
ESSE23 	ESSR20 	U	-57.28		-	4.21	9.30	9999
ESSE23 	ESSR01 	U	-56.84		-	1.96	5.85	9999
ESSE23 	ESSR02 	U	-56.37		-	2.34	6.52	9999
ESSE23 	ESSR03 	HS	-56.85		0.71	-	2.19	9999
ESSE23 	ESSR04 	U	-59.83		-	0.86	3.27	9999
ESSE23 	ESSR05 	U	-52.10		-	0.46	1.94	9999
ESSE23 	ESSR06 	U	-64.54		-	2.95	7.77	9999
ESSE23 	ESSR07 	U	-53.42		-	4.10	9.15	9999
ESSE23 	ESSR08 	U	-57.80		-	2.45	6.66	9999
ESSE23 	ESSR09 	U	-58.18		-	1.85	5.93	9999
ESSE23 	ESSR10 	U	-48.81		-	2.31	6.42	9999
ESSE23 	ESSR11 	U	-55.78		-	0.40	3.16	9999
ESSE23 	ESSR12 	U	-59.92		-	3.07	7.53	9999
ESSE23 	ESSR13 	U	-44.84		-	1.88	5.68	9999
ESSE23 	ESSR14 	U	-64.24		-	5.12	11.12	9999
ESSE23 	ESSR15 	HS	-46.34		0.00	-	1.06	9999
ESSE23 	ESSR16 	U	-58.00		-	4.43	10.07	9999
ESSE23 	ESSR17 	U	-61.64		-	3.98	8.53	9999
ESSE23 	ESSR21 	HS	-58.64		1.09	-	2.25	9999
ESSE23 	ESSR22 	U	-61.16		-	1.83	5.29	9999
ESSE23 	ESSR23 	U	-66.09		-	2.37	5.95	9999
ESSE23 	ESSR24 	U	-58.29		-	0.62	2.93	9999
ESSE23 	ESSR25 	U	-64.41		-	0.28	3.50	9999
ESSE23 	ESSR26 	U	-65.45		-	2.36	5.76	9999
ESSE23 	ESSR27 	U	-61.41		-	1.30	5.60	9999
ESSE23 	ESSR28 	U	-53.23		-	0.18	3.01	9999
ESSE23 	ESSE01 	HS	-49.31		2.29	-	0.36	9999
ESSE23 	ESSE02 	U	-67.01		-	3.02	6.81	9999
ESSE23 	ESSE03 	U	-59.29		-	1.39	5.59	9999
ESSE23 	ESSE04 	U	-56.89		-	2.02	5.90	9999
ESSE23 	ESSE05 	U	-56.66		-	2.36	7.01	9999
ESSE23 	ESSE06 	U	-62.54		-	5.07	10.86	9999
ESSE23 	ESSE07 	U	-62.82		-	3.02	7.82	9999
ESSE23 	ESSE08 	U	-57.31		-	4.65	9.94	9999
ESSE23 	ESSE09 	U	-60.60		-	4.35	9.49	9999
ESSE23 	ESSE10 	U	-54.90		-	4.04	9.02	9999
ESSE23 	ESSE11 	U	-53.57		-	1.46	3.88	9999
ESSE23 	ESSE12 	U	-64.12		-	1.69	5.23	9999
ESSE23 	ESSE13 	U	-51.93		-	4.51	9.13	9999
ESSE23 	ESSE14 	U	-62.19		-	2.98	8.12	9999
ESSE23 	ESSE15 	U	-57.70		-	0.51	3.49	9999
ESSE23 	ESSE16 	U	-57.16		-	2.96	6.92	9999
ESSE23 	ESSE17 	U	-55.74		-	1.50	5.74	9999
ESSE23 	ESSE18 	HS	-55.34		1.04	-	2.52	9999
ESSE23 	ESSE19 	U	-64.22		-	3.22	8.66	9999
ESSE23 	ESSE20 	U	-61.13		-	5.97	12.25	9999
ESSE23 	ESSE21 	U	-64.99		-	0.75	3.66	9999
ESSE23 	ESSE22 	U	-44.34		-	0.75	2.24	9999
ESSE24 	ESSR18 	U	-57.27		-	2.56	6.29	9999
ESSE24 	ESSR19 	U	-65.80		-	3.59	8.63	9999
ESSE24 	ESSR20 	U	-61.66		-	2.94	6.97	9999
ESSE24 	ESSR01 	U	-61.23		-	0.22	2.17	9999
ESSE24 	ESSR02 	U	-60.76		-	3.86	8.37	9999
ESSE24 	ESSR03 	U	-61.94		-	2.08	5.84	9999
ESSE24 	ESSR04 	U	-64.21		-	1.31	5.24	9999
ESSE24 	ESSR05 	U	-55.58		-	0.76	4.29	9999
ESSE24 	ESSR06 	U	-68.92		-	2.41	7.10	9999
ESSE24 	ESSR07 	U	-56.90		-	3.81	8.72	9999
ESSE24 	ESSR08 	U	-62.18		-	1.59	5.58	9999
ESSE24 	ESSR09 	U	-62.57		-	4.44	9.87	9999
ESSE24 	ESSR10 	U	-54.40		-	1.60	4.84	9999
ESSE24 	ESSR11 	U	-60.16		-	2.38	6.86	9999
ESSE24 	ESSR12 	U	-64.31		-	2.89	7.21	9999
ESSE24 	ESSR13 	U	-48.53		-	2.94	7.28	9999
ESSE24 	ESSR14 	U	-68.63		-	2.10	6.45	9999
ESSE24 	ESSR15 	U	-50.03		-	1.88	5.09	9999
ESSE24 	ESSR16 	U	-62.38		-	1.03	2.31	9999
ESSE24 	ESSR17 	U	-66.03		-	2.41	7.06	9999
ESSE24 	ESSR21 	U	-64.12		-	2.84	6.91	9999
ESSE24 	ESSR22 	U	-65.55		-	1.03	4.57	9999
ESSE24 	ESSR23 	U	-70.47		-	2.91	7.13	9999
ESSE24 	ESSR24 	U	-62.67		-	3.58	8.75	9999
ESSE24 	ESSR25 	HS	-68.52		0.28	-	4.07	9999
ESSE24 	ESSR26 	HS	-67.07		1.85	-	2.70	9999
ESSE24 	ESSR27 	U	-65.80		-	2.13	6.83	9999
ESSE24 	ESSR28 	U	-57.62		-	2.15	5.18	9999
ESSE24 	ESSE01 	U	-55.99		-	2.89	7.09	9999
ESSE24 	ESSE02 	U	-71.40		-	2.30	5.79	9999
ESSE24 	ESSE03 	U	-63.68		-	0.67	4.75	9999
ESSE24 	ESSE04 	U	-61.27		-	2.83	7.37	9999
ESSE24 	ESSE05 	U	-61.04		-	2.21	6.61	9999
ESSE24 	ESSE06 	U	-66.93		-	4.38	9.84	9999
ESSE24 	ESSE07 	U	-67.21		-	1.54	6.02	9999
ESSE24 	ESSE08 	U	-61.70		-	0.23	3.34	9999
ESSE24 	ESSE09 	U	-64.99		-	2.60	5.11	9999
ESSE24 	ESSE10 	HS	-57.00		0.75	-	2.96	9999
ESSE24 	ESSE11 	U	-57.95		-	2.28	6.39	9999
ESSE24 	ESSE12 	U	-68.50		-	2.03	5.68	9999
ESSE24 	ESSE13 	U	-56.32		-	3.63	8.07	9999
ESSE24 	ESSE14 	U	-66.58		-	3.40	6.91	9999
ESSE24 	ESSE15 	U	-62.09		-	2.69	6.85	9999
ESSE24 	ESSE16 	U	-61.55		-	2.75	6.87	9999
ESSE24 	ESSE17 	HS	-59.58		0.55	-	2.56	9999
ESSE24 	ESSE18 	U	-60.76		-	2.98	7.22	9999
ESSE24 	ESSE19 	U	-68.61		-	2.30	6.31	9999
ESSE24 	ESSE20 	U	-65.52		-	3.89	8.99	9999
ESSE24 	ESSE21 	U	-69.38		-	3.78	9.13	9999
ESSE24 	ESSE22 	U	-46.37		-	2.66	6.55	9999
ESSE24 	ESSE23 	U	-64.22		-	3.52	8.07	9999
ESSE25 	ESSR18 	U	-51.82		-	1.29	4.71	9999
ESSE25 	ESSR19 	U	-60.36		-	2.24	5.74	9999
ESSE25 	ESSR20 	U	-56.22		-	0.83	4.46	9999
ESSE25 	ESSR01 	U	-55.79		-	2.16	6.11	9999
ESSE25 	ESSR02 	U	-55.31		-	1.83	4.67	9999
ESSE25 	ESSR03 	U	-56.50		-	1.14	3.34	9999
ESSE25 	ESSR04 	U	-58.77		-	0.53	3.25	9999
ESSE25 	ESSR05 	U	-51.04		-	0.15	2.18	9999
ESSE25 	ESSR06 	U	-63.48		-	0.74	1.91	9999
ESSE25 	ESSR07 	HS	-52.33		0.03	-	1.84	9999
ESSE25 	ESSR08 	U	-56.74		-	2.93	7.27	9999
ESSE25 	ESSR09 	U	-57.13		-	1.33	5.10	9999
ESSE25 	ESSR10 	U	-48.83		-	2.39	5.57	9999
ESSE25 	ESSR11 	U	-54.72		-	0.11	2.71	9999
ESSE25 	ESSR12 	HS	-58.47		0.40	-	1.86	9999
ESSE25 	ESSR13 	U	-44.55		-	1.56	3.74	9999
ESSE25 	ESSR14 	U	-63.18		-	5.61	11.76	9999
ESSE25 	ESSR15 	U	-46.04		-	0.79	3.01	9999
ESSE25 	ESSR16 	U	-56.94		-	2.35	6.74	9999
ESSE25 	ESSR17 	U	-60.58		-	3.75	9.02	9999
ESSE25 	ESSR21 	U	-58.68		-	2.77	7.03	9999
ESSE25 	ESSR22 	U	-60.10		-	2.01	5.27	9999
ESSE25 	ESSR23 	U	-65.03		-	0.36	3.10	9999
ESSE25 	ESSR24 	HS	-55.29		1.94	-	1.93	9999
ESSE25 	ESSR25 	U	-63.35		-	1.15	4.88	9999
ESSE25 	ESSR26 	U	-64.39		-	1.66	5.69	9999
ESSE25 	ESSR27 	HS	-59.79		0.57	-	1.70	9999
ESSE25 	ESSR28 	HS	-51.35		0.82	-	2.18	9999
ESSE25 	ESSE01 	U	-50.54		-	0.36	1.92	9999
ESSE25 	ESSE02 	U	-65.95		-	4.91	10.65	9999
ESSE25 	ESSE03 	U	-58.23		-	4.49	9.95	9999
ESSE25 	ESSE04 	U	-55.83		-	1.03	3.79	9999
ESSE25 	ESSE05 	U	-55.60		-	4.70	9.43	9999
ESSE25 	ESSE06 	U	-61.48		-	1.69	5.73	9999
ESSE25 	ESSE07 	U	-61.76		-	2.59	6.47	9999
ESSE25 	ESSE08 	U	-56.25		-	1.95	5.65	9999
ESSE25 	ESSE09 	U	-59.55		-	3.76	8.51	9999
ESSE25 	ESSE10 	U	-52.39		-	4.36	9.45	9999
ESSE25 	ESSE11 	HS	-51.65		0.86	-	1.32	9999
ESSE25 	ESSE12 	U	-63.06		-	1.87	6.14	9999
ESSE25 	ESSE13 	HS	-50.59		0.28	-	1.80	9999
ESSE25 	ESSE14 	U	-61.14		-	4.66	9.72	9999
ESSE25 	ESSE15 	U	-56.65		-	3.54	7.69	9999
ESSE25 	ESSE16 	U	-56.11		-	1.93	4.50	9999
ESSE25 	ESSE17 	U	-54.68		-	1.75	6.14	9999
ESSE25 	ESSE18 	U	-55.32		-	3.10	7.35	9999
ESSE25 	ESSE19 	U	-63.16		-	3.58	8.53	9999
ESSE25 	ESSE20 	U	-60.08		-	5.27	10.70	9999
ESSE25 	ESSE21 	U	-63.94		-	2.93	7.78	9999
ESSE25 	ESSE22 	HS	-41.55		0.10	-	1.43	9999
ESSE25 	ESSE23 	HS	-58.07		0.71	-	2.64	9999
ESSE25 	ESSE24 	U	-63.17		-	2.06	6.05	9999
ESSE26 	ESSR18 	U	-53.66		-	2.60	5.91	9999
ESSE26 	ESSR19 	U	-62.19		-	0.71	3.61	9999
ESSE26 	ESSR20 	U	-58.06		-	0.60	2.39	9999
ESSE26 	ESSR01 	U	-57.62		-	2.08	6.69	9999
ESSE26 	ESSR02 	U	-57.15		-	1.84	5.56	9999
ESSE26 	ESSR03 	U	-58.34		-	1.32	5.44	9999
ESSE26 	ESSR04 	U	-60.61		-	3.36	7.85	9999
ESSE26 	ESSR05 	U	-49.68		-	1.75	5.08	9999
ESSE26 	ESSR06 	U	-65.32		-	2.30	5.76	9999
ESSE26 	ESSR07 	U	-51.00		-	2.48	5.46	9999
ESSE26 	ESSR08 	HS	-58.51		0.07	-	2.96	9999
ESSE26 	ESSR09 	U	-58.97		-	1.38	4.71	9999
ESSE26 	ESSR10 	U	-50.80		-	2.09	6.37	9999
ESSE26 	ESSR11 	HS	-55.84		0.72	-	1.29	9999
ESSE26 	ESSR12 	U	-60.70		-	4.39	10.00	9999
ESSE26 	ESSR13 	U	-44.64		-	0.15	3.48	9999
ESSE26 	ESSR14 	U	-65.02		-	2.66	7.42	9999
ESSE26 	ESSR15 	U	-46.14		-	0.44	2.77	9999
ESSE26 	ESSR16 	U	-58.78		-	2.76	6.72	9999
ESSE26 	ESSR17 	U	-62.42		-	0.72	5.07	9999
ESSE26 	ESSR21 	U	-60.92		-	2.77	7.51	9999
ESSE26 	ESSR22 	U	-61.94		-	3.11	8.21	9999
ESSE26 	ESSR23 	U	-66.87		-	2.63	7.36	9999
ESSE26 	ESSR24 	U	-59.07		-	0.28	3.94	9999
ESSE26 	ESSR25 	U	-65.19		-	0.54	2.74	9999
ESSE26 	ESSR26 	U	-63.03		-	0.55	2.84	9999
ESSE26 	ESSR27 	U	-62.19		-	3.00	8.10	9999
ESSE26 	ESSR28 	HS	-53.26		0.75	-	0.21	9999
ESSE26 	ESSE01 	U	-52.38		-	4.37	9.95	9999
ESSE26 	ESSE02 	U	-67.79		-	2.03	5.38	9999
ESSE26 	ESSE03 	HS	-59.08		0.99	-	1.66	9999
ESSE26 	ESSE04 	U	-57.67		-	3.23	8.10	9999
ESSE26 	ESSE05 	U	-57.44		-	3.75	8.95	9999
ESSE26 	ESSE06 	U	-63.32		-	3.73	8.12	9999
ESSE26 	ESSE07 	U	-63.60		-	3.96	8.65	9999
ESSE26 	ESSE08 	U	-58.09		-	1.57	4.98	9999
ESSE26 	ESSE09 	U	-61.39		-	2.60	6.09	9999
ESSE26 	ESSE10 	HS	-53.99		1.35	-	1.04	9999
ESSE26 	ESSE11 	U	-54.35		-	2.96	7.97	9999
ESSE26 	ESSE12 	U	-64.90		-	1.09	4.96	9999
ESSE26 	ESSE13 	U	-52.71		-	2.34	7.03	9999
ESSE26 	ESSE14 	U	-62.97		-	3.85	9.32	9999
ESSE26 	ESSE15 	U	-58.48		-	3.69	9.13	9999
ESSE26 	ESSE16 	U	-57.94		-	4.14	9.68	9999
ESSE26 	ESSE17 	U	-56.52		-	0.01	3.07	9999
ESSE26 	ESSE18 	U	-57.16		-	2.23	6.80	9999
ESSE26 	ESSE19 	U	-65.00		-	1.14	5.61	9999
ESSE26 	ESSE20 	U	-61.92		-	2.74	6.44	9999
ESSE26 	ESSE21 	U	-65.77		-	4.36	9.37	9999
ESSE26 	ESSE22 	U	-44.77		-	0.74	3.33	9999
ESSE26 	ESSE23 	U	-60.62		-	2.77	6.47	9999
ESSE26 	ESSE24 	HS	-64.40		0.61	-	1.44	9999
ESSE26 	ESSE25 	U	-59.56		-	2.80	7.82	9999
ESSE27 	ESSR18 	U	-55.52		-	2.36	5.64	9999
ESSE27 	ESSR19 	U	-64.05		-	1.93	6.27	9999
ESSE27 	ESSR20 	U	-59.92		-	2.97	7.23	9999
ESSE27 	ESSR01 	U	-59.48		-	0.79	4.67	9999
ESSE27 	ESSR02 	U	-59.01		-	1.11	4.45	9999
ESSE27 	ESSR03 	U	-60.20		-	0.92	3.41	9999
ESSE27 	ESSR04 	U	-62.47		-	2.35	6.20	9999
ESSE27 	ESSR05 	U	-52.53		-	2.39	5.20	9999
ESSE27 	ESSR06 	U	-67.18		-	2.66	7.70	9999
ESSE27 	ESSR07 	U	-53.85		-	3.74	8.48	9999
ESSE27 	ESSR08 	U	-60.44		-	1.99	5.97	9999
ESSE27 	ESSR09 	U	-60.82		-	1.27	5.39	9999
ESSE27 	ESSR10 	U	-52.66		-	1.47	4.16	9999
ESSE27 	ESSR11 	U	-58.42		-	0.42	2.64	9999
ESSE27 	ESSR12 	U	-62.56		-	1.70	6.31	9999
ESSE27 	ESSR13 	U	-47.96		-	3.09	7.48	9999
ESSE27 	ESSR14 	U	-66.88		-	3.46	8.92	9999
ESSE27 	ESSR15 	U	-49.46		-	0.99	4.54	9999
ESSE27 	ESSR16 	U	-60.64		-	2.60	5.70	9999
ESSE27 	ESSR17 	U	-64.28		-	4.50	10.15	9999
ESSE27 	ESSR21 	U	-62.78		-	3.66	8.42	9999
ESSE27 	ESSR22 	U	-63.80		-	4.74	10.43	9999
ESSE27 	ESSR23 	U	-68.73		-	2.91	7.50	9999
ESSE27 	ESSR24 	U	-60.93		-	1.04	4.98	9999
ESSE27 	ESSR25 	U	-67.05		-	1.71	6.00	9999
ESSE27 	ESSR26 	U	-65.88		-	2.65	5.00	9999
ESSE27 	ESSR27 	U	-64.05		-	4.05	9.21	9999
ESSE27 	ESSR28 	U	-55.87		-	0.50	2.57	9999
ESSE27 	ESSE01 	HS	-52.94		1.30	-	2.85	9999
ESSE27 	ESSE02 	U	-69.65		-	1.78	6.47	9999
ESSE27 	ESSE03 	U	-61.93		-	3.46	8.02	9999
ESSE27 	ESSE04 	U	-59.53		-	3.62	8.67	9999
ESSE27 	ESSE05 	HS	-59.12		0.18	-	3.69	9999
ESSE27 	ESSE06 	U	-65.18		-	3.97	9.13	9999
ESSE27 	ESSE07 	U	-65.46		-	1.87	5.45	9999
ESSE27 	ESSE08 	U	-59.95		-	3.97	9.46	9999
ESSE27 	ESSE09 	U	-63.24		-	4.51	10.23	9999
ESSE27 	ESSE10 	U	-57.12		-	4.57	9.33	9999
ESSE27 	ESSE11 	U	-56.21		-	3.50	7.73	9999
ESSE27 	ESSE12 	U	-66.76		-	4.75	9.91	9999
ESSE27 	ESSE13 	U	-54.57		-	4.85	10.44	9999
ESSE27 	ESSE14 	U	-64.83		-	3.32	7.23	9999
ESSE27 	ESSE15 	U	-60.34		-	0.83	3.60	9999
ESSE27 	ESSE16 	U	-59.80		-	4.99	10.76	9999
ESSE27 	ESSE17 	U	-58.38		-	1.94	5.54	9999
ESSE27 	ESSE18 	HS	-57.64		1.38	-	2.52	9999
ESSE27 	ESSE19 	U	-66.86		-	5.08	10.92	9999
ESSE27 	ESSE20 	U	-63.77		-	3.00	7.82	9999
ESSE27 	ESSE21 	HS	-65.23		2.40	-	0.00	9999
ESSE27 	ESSE22 	U	-45.68		-	1.33	4.11	9999
ESSE27 	ESSE23 	PO	-52.98		9.49	3.06	2.59	-
ESSE27 	ESSE24 	U	-66.86		-	3.53	7.97	9999
ESSE27 	ESSE25 	U	-61.42		-	1.00	5.35	9999
ESSE27 	ESSE26 	U	-63.26		-	0.57	3.19	9999
ESSE28 	ESSR18 	U	-56.13		-	1.41	4.85	9999
ESSE28 	ESSR19 	U	-61.55		-	2.29	6.71	9999
ESSE28 	ESSR20 	U	-59.71		-	1.21	5.48	9999
ESSE28 	ESSR01 	U	-58.44		-	0.74	4.04	9999
ESSE28 	ESSR02 	U	-56.51		-	1.69	5.74	9999
ESSE28 	ESSR03 	U	-59.83		-	1.64	5.64	9999
ESSE28 	ESSR04 	U	-59.96		-	1.83	5.93	9999
ESSE28 	ESSR05 	U	-50.49		-	2.22	5.07	9999
ESSE28 	ESSR06 	HS	-63.20		1.48	-	0.69	9999
ESSE28 	ESSR07 	U	-52.49		-	1.85	6.16	9999
ESSE28 	ESSR08 	U	-61.37		-	1.31	5.74	9999
ESSE28 	ESSR09 	U	-60.46		-	2.86	7.77	9999
ESSE28 	ESSR10 	FS	-48.93		0.71	0.04	-	9999
ESSE28 	ESSR11 	U	-55.91		-	3.40	8.30	9999
ESSE28 	ESSR12 	U	-57.97		-	0.81	3.26	9999
ESSE28 	ESSR13 	U	-47.36		-	3.25	8.12	9999
ESSE28 	ESSR14 	HS	-66.42		0.79	-	1.70	9999
ESSE28 	ESSR15 	U	-48.76		-	0.91	3.37	9999
ESSE28 	ESSR16 	U	-58.13		-	0.13	1.65	9999
ESSE28 	ESSR17 	U	-61.78		-	1.40	4.76	9999
ESSE28 	ESSR21 	U	-57.78		-	1.40	5.57	9999
ESSE28 	ESSR22 	U	-59.21		-	1.33	4.85	9999
ESSE28 	ESSR23 	U	-64.14		-	4.33	8.62	9999
ESSE28 	ESSR24 	U	-56.34		-	3.75	9.20	9999
ESSE28 	ESSR25 	U	-62.46		-	1.34	4.34	9999
ESSE28 	ESSR26 	U	-60.30		-	3.85	8.84	9999
ESSE28 	ESSR27 	U	-59.46		-	4.61	10.50	9999
ESSE28 	ESSR28 	HS	-50.28		1.00	-	2.34	9999
ESSE28 	ESSE01 	U	-55.17		-	0.71	3.44	9999
ESSE28 	ESSE02 	U	-69.97		-	3.03	7.19	9999
ESSE28 	ESSE03 	U	-62.27		-	1.22	4.32	9999
ESSE28 	ESSE04 	U	-54.93		-	0.58	3.47	9999
ESSE28 	ESSE05 	HS	-56.00		0.79	-	1.81	9999
ESSE28 	ESSE06 	U	-66.70		-	3.15	7.65	9999
ESSE28 	ESSE07 	U	-62.95		-	2.23	6.45	9999
ESSE28 	ESSE08 	HS	-55.18		2.27	-	1.05	9999
ESSE28 	ESSE09 	HS	-62.98		0.15	-	2.02	9999
ESSE28 	ESSE10 	U	-54.51		-	1.04	3.25	9999
ESSE28 	ESSE11 	U	-55.16		-	2.88	7.40	9999
ESSE28 	ESSE12 	U	-71.58		-	1.70	6.32	9999
ESSE28 	ESSE13 	U	-52.07		-	0.57	1.91	9999
ESSE28 	ESSE14 	U	-63.95		-	1.83	6.44	9999
ESSE28 	ESSE15 	U	-60.90		-	0.47	2.29	9999
ESSE28 	ESSE16 	U	-59.60		-	0.39	3.78	9999
ESSE28 	ESSE17 	U	-55.88		-	0.82	4.46	9999
ESSE28 	ESSE18 	U	-58.81		-	1.55	4.62	9999
ESSE28 	ESSE19 	U	-67.83		-	3.13	8.39	9999
ESSE28 	ESSE20 	U	-63.57		-	1.99	6.72	9999
ESSE28 	ESSE21 	U	-63.04		-	3.35	8.46	9999
ESSE28 	ESSE22 	U	-40.58		-	0.27	2.48	9999
ESSE28 	ESSE23 	U	-57.89		-	3.46	8.25	9999
ESSE28 	ESSE24 	U	-62.27		-	1.13	3.74	9999
ESSE28 	ESSE25 	U	-56.83		-	3.01	7.42	9999
ESSE28 	ESSE26 	U	-58.67		-	2.21	5.50	9999
ESSE28 	ESSE27 	U	-60.53		-	3.63	8.84	9999
ESSH10 	ESSR18 	U	-58.47		-	2.36	6.88	9999
ESSH10 	ESSR19 	U	-63.88		-	2.23	5.96	9999
ESSH10 	ESSR20 	U	-62.05		-	1.76	5.43	9999
ESSH10 	ESSR01 	U	-60.77		-	2.44	7.10	9999
ESSH10 	ESSR02 	U	-58.84		-	2.80	6.45	9999
ESSH10 	ESSR03 	U	-62.16		-	1.72	5.13	9999
ESSH10 	ESSR04 	U	-62.29		-	1.32	4.79	9999
ESSH10 	ESSR05 	U	-55.12		-	3.79	8.70	9999
ESSH10 	ESSR06 	U	-67.01		-	1.17	4.59	9999
ESSH10 	ESSR07 	U	-57.12		-	1.03	4.27	9999
ESSH10 	ESSR08 	U	-63.71		-	1.49	5.43	9999
ESSH10 	ESSR09 	U	-62.79		-	3.52	8.62	9999
ESSH10 	ESSR10 	U	-51.89		-	4.34	9.13	9999
ESSH10 	ESSR11 	U	-58.25		-	3.32	7.34	9999
ESSH10 	ESSR12 	FS	-59.07		1.23	0.54	-	9999
ESSH10 	ESSR13 	U	-48.89		-	1.25	3.84	9999
ESSH10 	ESSR14 	U	-69.55		-	3.14	8.27	9999
ESSH10 	ESSR15 	U	-50.29		-	1.02	4.17	9999
ESSH10 	ESSR16 	HS	-59.59		0.87	-	0.55	9999
ESSH10 	ESSR17 	U	-64.11		-	3.43	8.19	9999
ESSH10 	ESSR21 	U	-60.12		-	1.32	5.33	9999
ESSH10 	ESSR22 	U	-61.54		-	2.43	5.33	9999
ESSH10 	ESSR23 	U	-66.47		-	2.85	7.03	9999
ESSH10 	ESSR24 	U	-58.67		-	4.66	9.72	9999
ESSH10 	ESSR25 	U	-64.79		-	2.76	7.53	9999
ESSH10 	ESSR26 	U	-64.92		-	0.61	4.45	9999
ESSH10 	ESSR27 	U	-61.79		-	3.75	8.30	9999
ESSH10 	ESSR28 	U	-53.61		-	1.68	4.42	9999
ESSH10 	ESSE01 	U	-57.51		-	4.04	8.91	9999
ESSH10 	ESSE02 	U	-72.31		-	2.51	6.60	9999
ESSH10 	ESSE03 	U	-64.60		-	4.04	9.49	9999
ESSH10 	ESSE04 	U	-57.27		-	0.44	1.41	9999
ESSH10 	ESSE05 	U	-59.13		-	0.39	3.17	9999
ESSH10 	ESSE06 	U	-69.04		-	1.08	3.78	9999
ESSH10 	ESSE07 	HS	-63.91		1.38	-	0.92	9999
ESSH10 	ESSE08 	FS	-55.78		4.00	0.50	-	9999
ESSH10 	ESSE09 	PO	-62.23		3.23	0.83	2.46	-
ESSH10 	ESSE10 	U	-54.03		-	2.69	6.92	9999
ESSH10 	ESSE11 	U	-57.50		-	2.06	4.84	9999
ESSH10 	ESSE12 	U	-73.91		-	2.28	6.31	9999
ESSH10 	ESSE13 	HS	-54.12		0.27	-	1.83	9999
ESSH10 	ESSE14 	U	-66.28		-	1.10	3.20	9999
ESSH10 	ESSE15 	U	-63.23		-	2.96	7.33	9999
ESSH10 	ESSE16 	U	-61.93		-	0.47	3.68	9999
ESSH10 	ESSE17 	U	-58.21		-	2.84	7.07	9999
ESSH10 	ESSE18 	U	-61.15		-	3.60	8.38	9999
ESSH10 	ESSE19 	U	-70.17		-	1.35	3.81	9999
ESSH10 	ESSE20 	HS	-65.45		0.46	-	2.28	9999
ESSH10 	ESSE21 	U	-65.37		-	0.92	4.32	9999
ESSH10 	ESSE22 	U	-40.09		-	1.47	3.75	9999
ESSH10 	ESSE23 	U	-60.22		-	4.86	10.04	9999
ESSH10 	ESSE24 	U	-64.61		-	3.53	7.95	9999
ESSH10 	ESSE25 	U	-59.16		-	0.71	3.60	9999
ESSH10 	ESSE26 	U	-61.00		-	4.71	10.38	9999
ESSH10 	ESSE27 	U	-62.86		-	5.50	11.50	9999
ESSH10 	ESSE28 	HS	-60.26		0.10	-	1.02	9999
ESSH11 	ESSR18 	U	-62.14		-	1.42	4.88	9999
ESSH11 	ESSR19 	U	-67.55		-	0.76	3.62	9999
ESSH11 	ESSR20 	U	-65.72		-	2.86	7.76	9999
ESSH11 	ESSR01 	U	-64.44		-	1.57	5.14	9999
ESSH11 	ESSR02 	U	-62.51		-	1.40	4.14	9999
ESSH11 	ESSR03 	U	-65.83		-	2.61	6.83	9999
ESSH11 	ESSR04 	U	-65.97		-	2.21	5.81	9999
ESSH11 	ESSR05 	U	-58.79		-	4.05	8.39	9999
ESSH11 	ESSR06 	HS	-66.83		3.84	-	2.02	9999
ESSH11 	ESSR07 	U	-60.79		-	1.33	3.80	9999
ESSH11 	ESSR08 	U	-67.38		-	3.45	8.91	9999
ESSH11 	ESSR09 	U	-66.46		-	3.12	8.11	9999
ESSH11 	ESSR10 	U	-55.65		-	3.14	6.53	9999
ESSH11 	ESSR11 	U	-61.92		-	1.66	5.01	9999
ESSH11 	ESSR12 	U	-63.98		-	1.95	5.59	9999
ESSH11 	ESSR13 	U	-53.15		-	1.20	3.79	9999
ESSH11 	ESSR14 	U	-73.22		-	1.48	6.07	9999
ESSH11 	ESSR15 	U	-54.55		-	3.12	6.97	9999
ESSH11 	ESSR16 	HS	-63.48		0.66	-	1.37	9999
ESSH11 	ESSR17 	U	-67.78		-	3.11	6.93	9999
ESSH11 	ESSR21 	U	-57.99		-	1.95	5.02	9999
ESSH11 	ESSR22 	U	-65.21		-	3.23	8.09	9999
ESSH11 	ESSR23 	U	-70.14		-	2.77	6.63	9999
ESSH11 	ESSR24 	U	-62.34		-	3.38	7.86	9999
ESSH11 	ESSR25 	U	-68.46		-	5.39	11.48	9999
ESSH11 	ESSR26 	U	-68.59		-	4.13	9.24	9999
